,subject,title,content
59,javascript,Java vs Kotlin,Android 앱도 만들어보고싶고 spring도 관심이 가서 Java를 배워볼까 했는데 Java랑 비슷한 Kotlin이라는 언어가 있는것같더라고요.. 찾아보니까 둘 다 장단점이 있는것같은데 어떤걸로 시작해야할지 모르겠습니다ㅜ Python 2년정도 하고 javascript 해보고있는 중학생이에요
60,javascript,Edge에서 카메라 디바이스 아이디 가져오기,"navigator.mediaDevices.enumerateDevices() javaScript로 해당 함수를 사용해서 카메라의 디바이스 아이디를 가져오려 하는데 FireFox나 chrome에서는 정상적으로 디바이스 아이디를 가져오는데 Edge에서만 못 받아오는거 같습니다. 해결 부탁드립니다,,ㅠㅠㅠ"
61,javascript,백엔드 개발자 선배님들의 조언을 듣고싶습니다!,"안녕하세요 선배님들 현재 신입 개발자로 수습기간 3개월, 곧 4개월이 되가는 사회생활을 하고있는 중 입니다. 다름이 아니라 저는 백엔드 개발자를 목표로 Spring Fremework 나 Spring Boot 를 좀더 집중적으로 활용하면서 실력을 늘리고 싶은데 현재 회사에서는 솔루션 회사이다 보니 백엔드 부분은 건드릴 일이 없고 화면단(jsp , javascript)과 쿼리 부분만 하게될 거 같습니다... 제대로 된 자바스크립트를 이용한다면 좋겟지만 자체 프레임워크를 사용하고 있어서 이게 이도저도 아닌 느낌이라 물경력만 쌓을거 같다는 느낌이 듭니다. 또한 서비스단 코드를 조금씩 봤더니 vo나 dto 객체도 없고 map으로만 모든 걸 해결하는 느낌입니다. 졸업 한지 얼마 안된 신입이라 경험이 없어서 여러가지 알아보고는 있지만 먼저 경험을 해보신 선배님들의 의견을 여쭈어보고 싶습니다. 저는 신입이라면 많은 걸 경험하면서 실력을 쌓아야 할 때라고 보는 입장입니다. 회사에 다니면서 다시 백엔드 개발 쪽으로 구직 활동을 하는 게 맞는 판단일까요?"
62,javascript,썸머노트(텍스트에디터) 다중구현,"제목 그대로, jsp 파일 한 페이지에서 썸머노트 여러개 구현할 수 있나요? 현재 썸머노트를 구현하는 코드는 아래와 같습니다! <script type=""text/javascript""> $(document).ready(function() { //여기 아래 부분 $('#summernote').summernote({ height:100 }); }); </script>"
63,javascript,안녕하세요! 개발자 선배님들의 장기적 시각에서의 조언 요청드립니다.!,"저는 비전공자이고 29살에 국비교육(6개월) 웹개발 풀스텍과정을 1월에 수료했습니다 Java, Oracle, SpringFramework, JavaScript, HTML, CSS 등을 배웠습니다 그런데 너무 재미있지만 혼자 취업 준비를 하니 막막하기도 했고 생각했던 것보다 취업이 쉽지 않다는 것을 체감했습니다. 수료한지 3개월이 되었는데 Si말고는 합격한 곳이 없었습니다.... 그런데 SI 업체도 죄다 면접 시 무례한 질문... 들 뿐이었고요 모두 2000 후반대 연봉을 제시하더라구요... 그런데 ... 저는 개인적으로 20대 직장 생활을 하며 돈을 많이 벌기 보다는 많이 배우고 최소한의 직원 대우를 받을 수 있는 곳을 가고 싶습니다. 때문에 연봉 최저 마지노선을 정해 놓았습니다. 그런데 제 실력에 자신도 없고 혼자서는 어떻게 공부해야 될 지 모르겠고 프론트든 백이든 아직은 학원프로젝트만 경험한 상황이라 고민이 많았는데 3000대 연봉과 거리도 나쁘지 않은 곳에서 면접을 볼 수 있는 기회가 생기게 되었습니다. 그런데 생각치도 못한 점은 그 회사는 .net / Domino? / SharePonint라는 것을 통해 개발을 하고 있더라구요.... 그런데 국내에서는 Java를 더 우선 취급하기도 하고 해서 생각해 본 적도 없던 언어인데 우선은 취업하는 것이 맞을까요?... 많이 부족한 예비 개발자 입니다... 현직 개발자님들의 많은 조언 부탁드립니다.!"
64,javascript,네이티브앱과 웹뷰 통신이 서버를 경유하나요?,"안녕하세요 웹뷰에서 앱 함수 호출은 @javascriptInterface 를 이용하구요 앱에서 웹뷰의 javascript를 호출할때에는 webview.loadUrl() 함수로 가능한것으로 알고있습니다 이 두가지 통신 모두 클라이언트 사이드에서 발생하는 데이터 송수신으로 웹서버를 경유하지 않고 웹뷰에 표시된 웹화면과 앱간 다이렉트로 주고받는 통신이라고 이해하고 있는데요 아니다, 웹서버를 경유하는 데이터 통신이다 라는 주장이 있더라구요 다른분들은 어떻게 생각하시나요??"
65,javascript,javascript에서 class대신 object를 사용하면 안되나요?,"react에서 같은 목적을 가진 변수와 함수를 object로 묶어봤습니다. class로도 가능하겠지만 setState함수도 바로 참조할 수 있어서 class보다는 object형태로 만들어봤습니다. 다만, 이런 코드를 본적은 없어서 사용하면 안되는건가 싶어서 질문드립니다. 안된다고하면 왜 안되는지 말씀 부탁드립니다!"
66,javascript,React Native 개발자입니다. 향후 커리어를 어떻게 만들어가면 좋을까요??,"React Native만 할줄 아는 만 2년차 프론트엔드 개발자입니다. 목표는 모바일 앱 프론트 전문가로 커리어를 쌓는 것입니다. 근데 요즘 할줄 아는 게 RN 밖에 없다보니 앞으로 전문성을 어떻게 더 쌓을 것이라는 걱정이 앞섭니다. 궁극적으로 대기업은 한번 찍고 와보고 싶은데, 크로스 플랫폼을 사용하는 곳은 전무하고 iOS, Android 네이티브 개발 혹은 리액트 웹뷰 방식으로 개발을 하는 것 같더라고요. 처음엔 막연하게 iOS 개발자가 되고 싶다는 생각이 있었는데, 요즘은 빠른 빌드/배포에 강점이 있고 또 동일한 JavaScript여서 러닝 커브가 높지 않겠다는 생각이 들어 웹 프론트엔드 커리어를 고민 중에 있습니다. RN만 할줄 알지만 앞으로 모바일 앱 개발자로 더 전문적이고 싶어하는 저의 커리어는 어떻게 설계하고 준비하면 될까요??"
67,javascript,24살 첫 스타트업 직장인데 고민이 있네요..,"안녕하세요. 올해 24살인 신입 개발자입니다. 고등학교때 기능대회 준비하면서 C로 모바일로보틱스, C++ DX9로 게임개발도 해보고, 그러면서 상도 몇 번 따면서 개발자가 되기로 마음먹었습니다. 군 제대후 국비과정(spring boot)을 마치고 근무중입니다. 생각보다 취업이 쉽지 않았습니다... 3개월정도 여자친구 집에서 동거하며 구직활동 하다 스타트업에서 연락이 와 다니게 되었습니다. 회사 직원은 사장님과 저 둘이고, 첫 프로젝트 ""완료 후"" 4~5년차 사수분(사장님 친구)이 오신다고 하셨습니다. 모 대기업 백엔드 + 보안 쪽이십니다. 물론 그 분이 오시기 전에도 가끔 저녁에 들르셔서 SQL문도 봐주시고, 보안 이슈 등 이것저것 봐주시고 가십니다. 한 분 더 계신데 이분은 그냥 사장님 친구분이라 게임하러 오십니다... 직원 아니고 저 퇴근시간 쯤 오시더라구요. 그리고 첫 프로젝트는 깔끔하게 엎어졌습니다. 이건 그냥 경험치 먹인다고 생각하던 반 날리려던 프로젝트라네요. 두 번째 프로젝트는 쉽게 말해 돈되는 프로젝트이고, 그 4~5년차 친구분이 엔진을 만드시면 전 웹 어플리케이션(front + back)으로 전부 구현하면 됩니다. 제가 걱정되는 부분은 원래도 DB, Java, Spring을 다루는 백엔드를 희망했었는데, 회사에 1인 개발자로서 어쩌다보니 리액트도 배우게 되었습니다. 원래도 C++을 이용해 개발을 했다보니 백엔드는 기초지식(디자인 패턴 등)이 있는데, 프론트엔드나 JS쪽은 학원 시절에도 많이 겪어보지 못했습니다. 문제는 이번 프로젝트가 javaScript로 스크래치같은 블록코딩을 구현해야 하는데... 느낌이 신입 개발자에게 주어져야할 시간보단 짧게 주어질 것 같습니다. 이건 확실합니다. 그래서 걱정이 태산입니다. 회사 상주 인원이 없고, 사장님은 본업차 제주도에 거의 가십니다. 사무실엔 항상 혼자이고 기술적인 질문이 있으면 쓰라고 챗CPT4를 사주셨는데... 아무래도 한계가 느껴집니다. 솔직히 말하면 제가 뭘하고있는지 모르겠습니다. 물론 질문을 폭탄처럼 모아서 그 사수분이 가끔 오실 때 드리면 다 알려주십니다. 그래도 회사에 상주 인원이 ""나 밖에"" 없다는건 제가 게으른지 모르겠지만 집중도 잘 안되고 힘듭니다. 최저임금에 가까운 연봉을 받고있습니다. 이 부분은 제가 회사에서 ""배워서 써먹히기"" 위해 직접 제안한 것이지만 매일매일 혼자 출근해서 혼자 밤까지 남아있다보니 그냥 저 돈 안받고 집에서 공부하고싶습니다.. 생각보다 사장님 구박도 좀 심합니다. 이미 이번주와 다음주 뭘 할지(스프링 시큐리티하고 토큰 전달 방식으로 로그인 구현) 전부 일정 표 정리해서 직접 드렸는데, 지도 API로 지도 구현도 해보랍니다. 그래서 ""그것만 하면 1~2일은 분명히 걸릴것 같습니다."" 라고 확실히 말씀드렸으나, 틈틈히 해보라고 하시곤 오늘 갑자기 작업물 보내라하시네요. 전 이미 지도 개발 작업이 포함된 일정 표를 업무지시 받은 당일 보내드렸습니다. 거기엔 오늘(7.12) 남은 시간내서 작업한다고 적혀있었는데 왜 아무것도 안되어 있냐. 완성하고 퇴근하라... 답답합니다. 제가 코더인 시간만 있었을 뿐, 돈을 받는 개발자로 일하는게 처음이라 참 두서없게도 글을 쓴것 같습니다. 현직 개발자 삼촌분들의 의견을 꼭 듣고싶습니다. 긴글 읽어주셔서 감사합니다."
68,javascript,JavaScript 코드인데 제가 정확하게 이해한 건지 잘 모르겠습니다.,"``` let a = 10; const func = () => { for (; a > 0; a -= 1){ console.log(""a > "", a); } }; func(); func(); /* 실행 결과: a > 10 a > 9 a > 8 a > 7 a > 6 a > 5 a > 4 a > 3 a > 2 a > 1 */ ``` for문의 로직을 콘솔에 출력시키는 func 함수를 두 번 호출했는데 실행 결과는 for 반복문이 한 회분만 출력이 됐습니다. ``` const func = () => { for (let a = 10; a > 0; a -= 1) { console.log('a > ', a); } }; func(); func(); /* 실행 결과: a > 10 a > 9 a > 8 a > 7 a > 6 a > 5 a > 4 a > 3 a > 2 a > 1 a > 10 a > 9 a > 8 a > 7 a > 6 a > 5 a > 4 a > 3 a > 2 a > 1 */ ``` 그래서 최상단에 있는 a 변수를 지우고 for문에 'let a = 10'을 집어넣었더니 이렇게 for문 로직이 두 번 출력되었습니다. 왜 이런 차이가 날까 곰곰이 생각해봤는데 func 함수 바깥에 생성했던 변수 a는 let 키워드로 생성이 되어 블록 레벨 스코프가 적용되서 해당 반복문이 한 번만 실행된 것으로 이해했는데 이게 맞나요?"
69,javascript,순수객체로 추상화 되었다는 말의 의미?,"블로그 글을 읽다가 이해가 안가는 부분이 있어서 찾아왔습니다.. ""순수객체로 추상화"" 되었다라는 말이 어떤 말인가요? 순수 객체가 무엇인지는 알겠는데, 저 말을 보니 제가 제대로 이해하고 있지 못한 것 같아 질문 올려 봅니다. 블로그 글: https://junilhwang.github.io/TIL/Javascript/Design/Vanilla-JS-Virtual-DOM/#_3-%E1%84%80%E1%85%A1%E1%84%89%E1%85%A1%E1%86%BC%E1%84%83%E1%85%A9%E1%86%B7-virtualdom"
70,javascript,프론트엔드 코딩테스트 언어 고민,원래 C++로 코테를 준비하고 있었는데 요즘 카카오 등 대부분 유명 it 기업들이 프론트엔드 채용시 코테를 Javascript 로 보는 경우가 점점 늘어나고 있다고 해서 걱정입니다. 원래하던대로 C++로 코테 준비를 계속 해도 좋을지 아니면 Javascript 로 코테언어를 빠르게 바꿔야할지 어느것이 맞다고 보시나요? 프론트엔드 개발자로 들어가게되면 C++을 거의 사용할일이 없어서 Javascript로만 코테를 보게 한다는게 이해는 가지만 코테 언어를 바꿔야된다고 생각하니 막막하네요
71,javascript,리액트 리렌더링 작동방식에 관한 질문입니다.,"안녕하세요, 스타트업에서 프론트엔드 개발 업무를 맡고있는 주니어 개발자입니다. 리액트의 렌더링 원리에 대하여 공부하던 도중, 어떤 아티클을 발견하였습니다. https://jaehyeon48.github.io/react/react-as-a-ui-runtime/ 해당 아티클을 읽고 난 후, 제 머릿속에 있는 개념과 충돌이 일어났습니다.. 저는 이 아티클의 조건 섹션의 내용을 읽고 리액트는 바뀐 부분이 있다면 변경된 부분의 컨텐츠만 javascript 코드를 통해 변경하는 방식으로 작동한다고 이해하였습니다. 그렇다면 React에서 부모 컴포넌트의 state가 변경되었을 때, 해당 state와 관련이 없는 자식 컴포넌트도 리렌더링이 되지 않아야 하는 것이 맞지 않나요? 저 아티클의 내용대로라면, React.memo같은 메모이제이션도 사용할 필요가 거의 없어보이는데.. 제가 저 아티클의 내용을 잘못 이해한 것일까요?"
72,javascript,javascript 배열에서 가장 마지막 값 가져오기,javascript 배열에서 가장 마지막 값을 가져오는 방법 없나요? python 같은 경우에는 -1 인덱스가 가장 마지막 값을 가져오던데 javascript는 undefined나오더라고요. 항상 length를 계산하고 length -1의 인덱스를 조회해야하는걸까요? 다른분들은 어떤 방법을 사용하시나요?
73,javascript,국비에서 혼자 프로젝트하는게 그렇게 별로인가요?,"안녕하세요 국비 과정을 듣고있는 학생입니다. Java기반 웹 개발자 과정이고 Java, JavaScript, Spring등을 배우는 과정입니다. 지방 4년제 컴퓨터 공학과를 졸업했고, 정보처리기사 자격증 하나 있습니다. 정말 대충대충 살았습니다. 뭐 하나 해 놓은것 없이 졸업만 하고 마지막이라 생각하고 국비 과정을 다시 듣고 있습니다. 첫 번쨰 프로젝트가 끝나고 느낀점은 이 사람은 왜 이 과정을 듣고 있지? 할 정도로 수업도 안 듣고, 프로젝트 참여조차 제대로 하지 않는 사람 도 있고, 과정 내에서 일부 인원들에 의해 타인을 지나치게 평가하는 경향이 있더라구요.(누구는 잘한다. 누구는 못한다. 누구랑은 팀을 하면 안된다) 수업을 들으러 온건지, 친목을 하러 온건지 분위기 자체가 그리 좋지 않습니다. 무엇보다 프로젝트를 진행하면서 내 실력이 크게 늘지 않는다고 느꼈습니다. 그래서 두 번째 프로젝트는 혼자 한다고 말씀드렸고 곧 두번째 프로젝트가 시작되는데요, 자꾸 강사님이 말리십니다. 프로젝트를 혼자하면 협업, 소통능력을 부족하게 볼 것이다. 니가 혼자하면 프로젝트의 질이 낮아져서 포트폴리오에서 보여줄게 없다. 니 실력으론 못한다. 등등 .. 이미 강사님의 눈 밖에 난건 확실한거 같고 .. 프로젝트를 혼자 하는게 정말 별로인가요? 다들 부정적인 시각으로만 보네요."
74,javascript,javascript hasOwn 과 hasOwnProperty의 차이는 뭔가요?,javascript hasOwn 과 hasOwnProperty의 차이는 뭔가요? 둘을 혼용해서 사용하고 있는데 기본적인 사용법이 다르기는 한데 왜 같은 기능을 하는걸 두 개를 만든 걸까요?
75,javascript,33살 비전공자 포트폴리오 질문입니다.,"안녕하세요 작년 11월부터 국비지원학원 등록해서 5월 말에 수료하는 33살 비전공자입니다. 학원에서 java, html, css, javascript, spl, spring 을 배웠습니다. (코틀린, 안드로이드쪽은 거의 맛만 봤습니다) html, css, 자바스크립트 진도가 다 나가고 실습으로 쇼핑몰사이트 css 클론으로 만들었는데 스프링 진도가 끝나고 실습으로 css 실습때 만들었던 쇼핑몰(클론)에 실제 사이트처럼 기능구현을 끝냈습니다(db설계부터 실제 사이트에 없던 기능 - sns로그인 등등 넣었습니다.) 근데 이걸 포트폴리오에 클론코딩이라고 올려야하는지, 아닌지 판단이 안서서 질문드립니다 css만 클론이고 실제 서버쪽은 전부 팀원들이랑 구현한거라서요 그리고 이력서 작성할때 제가 다른직군에서 팀장으로 몇년간 근무했던 이력이 있는데, 이 내용을 아예 빼버리는게 좋은지, 그래도 넣는게 좋은지도 문의드립니다 (강사님은 관련직군아니면 빼라고하셨는데 뭐가 더 좋은건지 잘 모르겠어서요)"
76,javascript,"웹 프론트 취준생, Flutter로 커리어를 시작해도 될까요?","안녕하세요. 웹 프론트엔드 개발자가 되고싶은 취준생입니다. 현재 공부한 것들은 Javascript와 React 등 웹과 관련된 기술들 위주입니다. 현재까지 해본 팀 프로젝트나 개인 프로젝트도 모두 웹이고요. 최근 입사 제안을 받은 회사가 있는데 몇가지 망설여지는 부분이 있습니다. 1. 원하는 커리어는 React를 사용하는 웹 프론트 개발자인데, 입사를 하게 되면 Flutter로 앱 개발을 먼저 시작해야한다는 점 2. 웹과 관련된 업무를 하게 될 수도 있지만 아직까지는 알 수 없다는 점 Flutter는 정말 이름만 들어본 수준인 문외한이라 금방 배울 수 있을지도 잘 모르겠고 추후 이직에 도움이 될지도 잘 모르겠습니다. 극단적인 가정이지만 입사 시 웹 프로젝트 경험은 없이 앱 프로젝트만 하게 될까 조금 걱정됩니다. 물론 요즘 시장이 너무 어렵다보니 취직을 하는게 쉽지 않다는건 알지만 원하는 커리어와 다르다 보니 고민이 많이 됩니다. 일단 입사를 하고 이직을 준비하는것이 나을까요? 아니면 조금 더 준비해서 원하는 포지션으로 입사지원을 해보는것이 나을까요? 많은 조언 부탁드립니다."
77,javascript,"프론트엔드 취준생인데, 제 현재 상태에 대한 의견을 듣고 싶습니다.","안녕하세요. 프론트엔드 개발자를 희망하는 20대 중반 취준생입니다. 다름이 아니라, 제 상황에 대한 다른 분들의 객관적인 의견과 조언이 필요해 글을 쓰게 됐습니다. 거두절미하고 제 상황에 대해 적어보겠습니다. - 컴공과를 전공했고 졸업한 지 1년이 지난 상태. 취준을 해야겠다고 생각은 했으나 대기업 서비스 기업에만 도전했고 도전할 때마다 연이은 탈락을 겪으며 자존감 하락 -> 노력을 더 해야 했지만 바보 같이 그러지 않았음... - 알고리즘 능력 * solved.ac 티어는 골드 1이지만 2년간 꾸준히 쌓아온 티어라서 옛날에 풀었던 문제들에 대해선 잘 기억나지 않아 실제 실력은 그것보다 낮은 상태 * DFS, BFS와 구현을 푸는 게 재밌어서 그것들 위주로 풀었더니 다른 알고리즘 문제에 많이 약함 * 실제로 코테에서 정말 많이 떨어짐 - 프로젝트 경험 * 프론트엔드 역할을 맡아 프로젝트를 3개 진행했음. 그러나 하나는 프론트엔드에서 하는 역할이 정말 적어서 프론트엔드 역량을 보여주는 용도로 작성하긴 어려울 것 같음 * 전부 다 리액트를 사용한 프로젝트 * 전부 다 학부 시절 프로젝트, 프로젝트가 끝난 후 추가적인 노력을 들이지 않아서 쓰인 기술들에 대한 지식이 부족하고, 완성도가 부족함(공통적으로 성능&속도에 대한 고려가 없었고, 한 프로젝트는 기능 한 개를 완성하지 못했음) * 진행하던 시절 나름대로 기술적인 고민을 했었지만 기록을 하지 않아서 기억나는 건 적음... - CS 지식 * 학부 시절엔 학점을 관리하는 정도(3.8/4.5)로만 공부했고 졸업한 지 1년이 지난 지금은 많이 까먹은 상태 - 프론트엔드 지식 * 따로 공부한 적은 거의 없고, 대부분이 프로젝트를 진행하며 얻은 지식임 * 수박 겉핥기 수준으로만 알고 있음 네... 이렇게 정리하고 보니 정말 부족한 점이 많네요. 이렇게 부족한 점이 많은데도 현실을 직시하고 개선하려고 하지 않았던 제 과거가 정말 많이 후회됩니다. 그렇기에 지금부터라도 제 부족한 점들을 인식하고 고쳐나가고 싶습니다. 제가 목표로 하는 기업은 여전히 대기업 서비스 기업이지만 굳이 대기업이 아니더라도 제가 성장할 수 있는 서비스 기업도 정말 가고 싶습니다. 또, 이번 년도에는 무조건 취업을 하는 게 목표입니다. 이런 상황에서, 1. (물론 전부 다 보충해야겠지만) 어떤 점을 가장 우선해서 보충해야 할지, 2. 제가 진행했던 프로젝트들을 리팩토링하면서 부족했던 부분들을 보충하는 게 좋을지, 아니면 아예 새로운 프로젝트를 진행하는 게 좋을지, 3. 싸피라는 부트캠프에 합격했는데 입과해 1년간 그곳의 커리큘럼(알고리즘, 풀스택 - java, html, css, javascript, spring, myBatis, vue)에 따라 공부하고 프로젝트 경험을 쌓는 게 좋을지, 아니면 선택과 집중을 하며 스스로 공부를 하고 보충하는 게 좋을지 이렇게 세 가지에 대해 여러분들의 의견을 듣고 싶습니다. 글 읽어주셔서 감사하고, 여러분들의 소중한 의견을 남겨주시면 정말정말정말*100000 감사할 것 같습니다...!"
78,javascript,[react-native] android 에서 toLocaleString 사용되나요?,"javascript를 이용해서 웹을 제작할 때 toLocaleString을 사용해서 세자리마다 ,를 찍을수있도록 동작했었습니다. 이를 동일하게 react-native에서도 사용하려고 했는데요. 안드로이드에서는 세자리 수마다 콤마가 나오는것이 동작하지 않네요? 저만 이상한가요??"
79,javascript,서로 다른 front end 합치기,Vue로 작성된 a 라는 페이지에서 일부를 React로 작성된 b 라는 페이지를 보여주려면 어떻게 해야 되나요? gpt 물어보니 아래처럼 알려주던데 usestate나 그런 javascript가 잘 실행 안될까봐 걱정이네요
80,javascript,iOS개발을 생각하고 있는 대학생의 고민(조언),"전역 후 5월달 부터 iOS개발쪽으로 가겠다고 확고하게 다짐을 2학년2학기 복학하기 전까지 틈틈히 문법공부를 하고 조금씩 앱 만들기를 기초를 진행하고 있었습니다. 그러나 개강하고 나서부터는 학점 관리며 팀프로젝트에 시간을 들이느라 정작 Swift를 공부할 시간이 없어졌습니다. 아무래도 전문대학교 커리큘럼이라 그런지 여기저기 찍먹하는 느낌이 강합니다. java, javascript, html&css, python, c#, c++, C, SQL등등 다양하게 배우는데 iOS로 가겠다고 다짐하고나서 부터는 학교 수업을 듣는게 ‘아직 어느 분야로 갈 지 못 정한 사람들에게 여러가지 선택지를 보여주는 방향’인거 같다는 생각에 마음이 붕 뜹니다. 같이 학우들과 협업해야하는 자유 주제인 팀프로젝트, 졸업작품 이런건 Swift를 학교에서 다루지도 않고 iOS에 관심있는 학우를 찾는것도 어려워서 iOS앱 개발로 포토폴리오 쌓기는 어려운 것 같습니다. 현재 팀 프로젝트는 안드로이드 앱 만들고 있는데 하고 싶은 iOS 개발에 몰두 할 수도 없는 상황에 좀 억울하기도 합니다. 어떤 선택이 맞는건지 모르겠습니다. 이런 상황에 조언을 좀 듣고싶습니다. 1. 학점을 포기하고 iOS개발을 공부한다. 2. 안정적으로 3학년 졸업 후 취준기간을 갖고 iOS개발을 본격적으로 공부한다.(강의, 과제, 팀플, 졸작을 하기위해서는 iOS앱 개발공부를 할 시간이 현실적으로 부족할 것 같습니다.)"
81,javascript,[javascript] 배열과 includes 질문,요즘 부트캠프에서 javascript를 배우고 있습니다. 제 질문은요. 배열 a에 150개 정도의 숫자가 랜덤으로 들어있고 해당 배열에 내가 원하는 숫자가 있는지 확인하려고 합니다. 이때 includes를 사용하면 된다는건 알았습니다. a.includes(4) 이렇게 하면 true or false가 나오더라고요. 근데 제가 하고 싶은건 4가 있는지 확인하는것 뿐만아니라 한 10개의 숫자가 모두 들어있는지 확인하고 싶어요 확인해야하는 숫자가 들어있는 배열을 b라고 하면 a.includes(b)는 무조건 false가 나오더라고요. 1. 모두 포함하고 있어도 왜 false가 나오는 건가요 2. a에 b의 항목이 모두 있는지 확인하는 방법을 알려주세요
82,javascript,전공자인데 고민이 많습니다.,"안녕하세요 현재 컴공 전공이고 졸업을 앞두고 있습니다. 컴퓨터에 대한 지식이 없는 채로 학교에 들어오다보니 학과공부를 하는 것만으로도 시간을 쫓겨왔던 것 같습니다. 학과에서 배우는 지식 자료구조,알고리즘을 배우는 것은 흥미로웠지만 프로젝트를 어떻게 진행해야 할 지 몰라서 갈피를 잡을 수 없었습니다. 그래서 현재 제대로 된 프로젝트라고 내세울 만한 것이 없습니다. 이제는 개발에 대한 작은 목표가 생겼으며 어떤 것부터 시작해야할지 갈피가 잡히지 않습니다. 알고리즘공부는 c,c++,python,java를 찍먹수준으로 해서 프로그래머스,백준 등을 풀어보고는 있습니다. 주변을 보면 다들 알아서 잘 찾는 것 같은데 어떻게 해야 시작하는지 막막함이 생겼습니다. 백엔드로 가고 싶긴하나 프론트로 먼저 시작하면 도움이 될것 같다고 생각합니다. 일단 제가 세워본 계획은 웹프로젝트를 먼저 진행해보는 것입니다. html,css,javascript 를 하는 것이 먼저인 것 같은데 html,css는 조금만 보고 js로 넘어가서 프로젝트를 진행하는 것이 맞을 까요? 그리고 인공지능쪽에도 관심이 있어 어떤 것을 우선순위로 두고 공부해야 할지 모르겠습니다.. 마지막으로 블로그 정리에 관한 질문입니다. 블로그 정리에 대한 경각심없이 4년동안 공부를 했기에 기록된 자료가 없습니다. 물론 제출했던 과제는 가지고 있지만, 이론 공부를 정리한 것은 없습니다. 전공과목 인공지능,CS,데이터마이닝,데이터베이스 이런 과목들은 필수로 정리하고 넘어가는 것이 나을까요? 아니면 현재 취업을 먼저 생각하여 프로젝트를 먼저 완성시켜보는 것이 나을 까요? 두서없이 쓴 긴 글이지만 조언을 해주신다면 감사할 것 같습니다."
83,javascript,프론트앤드와 PM에 관심있는 대학생입니다,"현재 javascript, css 등은 학교에서 간단하게 배운 상태이고 이클립스와 jsp를 이용하는 방식으로 웹페이지를 만들어본 경험이 있습니다... 이제 프론트앤드 실무에서 사용하는 프레임워크를 익혀보고 싶은데 뭐부터 시작해야 할지 모르겠어서 질문드려요!! 1. 리액트 입문에 좋은 강의가 있을까요?? 인프런에서 찾아봤는데 뭘 들어야 할지 모르겠습니다. 2. 만약 앱을 만들어보고자 한다면 코틀린과 스위프트 중 더 입문하기 쉬운건 무엇인가요?? 3. PM 분야에서 일하려면 개발적 지식이 많이 필요한가요? 아니면 기획 능력을 더 많이 보나요..? PM 분야로 진로를 잡는다면 가장 먼저 준비해야할 것은 무엇일까요??"
84,javascript,부트 캠프 수료 후 공백 기간이 길면 면접관이 안 좋게 생각할까요?,"작년 5월 19일에 부트 캠프를 수료한 이후 면접 스터디에 몇 달 다녔고 JavaScript 스터디, 모각코 스터디를 병행하며 작년에 100군데 넘게 지원하다가 서류 탈락을 해서 현재는 프로젝트하고 JavaScript 기초 다지기에 집중하고 있습니다. 현재 부트 캠프 수료한 지 9개월 차인데 나중에 면접에서 면접관이 9개월 넘게 공백기 생긴 것을 안 좋게 볼까요? 만약 안 좋게 본다면 면접에서 이것을 어떻게 대처할 수 있을까요? 빨리 취업을 하고 싶은데 상황이 상황이다보니 공백기가 더 길어질까봐 걱정이네요....."
85,javascript,회사에서 프론트엔드 신입에게 바라는 수준이 어느 정도인가요?,"안녕하세요~~ 웹개발 공부 4.5개월차 뉴비 프론트엔드 지망생입니다. - 현재 저의 상태: 웹개발 공부를 하며 HTML/CSS/JS/React/NodeJS/Typescript 를 경험하고 있습니다. 현재 독학중이라 인터넷강의 등을 통해 공부하고 있구요, 개인,팀 프로젝트는 아직 없습니다. 곧 부트캠프에 들어가서 공부와 포트폴리오경험을 쌓을 예정입니다. 기초 구현 연습은 javascript를 이용해서 프로그래머스 1단계 다 풀어보는 정도까지만 해보았습니다. - 질문: 혼자 공부하다보니 <회사에선 어떤 수준까지 공부하길 원하는지?>가 궁금합니다. 어느 정도까지 해야 취업준비를 시작하면 좋을지 그 목표점을 잘 모르겠어서 이렇게 질문 남깁니다. 읽어주셔서 감사합니다!"
86,javascript,"리액트에서 ""렌더링(rendering)""은 어떤 의미인가요?","안녕하세요 HTML, CSS, javascript 기초를 공부한 뒤 이제 막 React를 배우고 있는 웹 프론트엔드 취준생입니다. ""렌더링""이라는 단어가 프론트엔드 개발에 있어서 범용적으로 쓰이는 단어인 것 같습니다. HTML을 공부할 때 '브라우저의 렌더링'에 대해 배웠는데요, React를 공부하다 보니 렌더링, 리렌더링 등 다시한번 렌더링이 나와서 브라우저의 렌더링과 React의 렌더링의 차이는 무엇인지 궁금해졌습니다. 브라우저 렌더링은 HTML, CSS를 파싱한 Render Tree를 Layout과 Paint 단계를 거쳐 브라우저 화면에 보여주는 것으로 이해했습니다. React에서 렌더링은 어떤 작업을 하는 것일까요? State가 변경되면 컴포넌트가 렌더링된다는 사실은 알지만 무엇을 렌더링하는 것인지 궁금합니다. 감사합니다."
