,company,job,title,question,answer
66,(주)나인아크,IT/웹/통신,"지원하고 2~3일정도 후에 면접 연락옴. 면접관은 3명.""",어떤것을 해보고 싶은지. 포폴 설명. 이상한 질문하나.,"걍 솔직히 답변함. 면접 한번으로 하루종일 기분이 나쁠수있다는게 참 오랜만이었다.
면접자를 하대하며 예의가 없는 분위기. 질문의 내용이 이해가 안되서 다시 묻는데 답변하는게 귀찮은건지 손짓으로 휘적이면서 넘기는것 보고 어이가 없었다.
그리고 마지막 면접자에게 회사에 대해 궁굼한점을 물어봤는데 업무에 대해 묻는것 자체를 별로 안좋아했다. 보통 다른..."
67,(주)잔디소프트,IT/웹/통신,"처음 면접볼때 질문지 100개정도 작성하라고 하는데 불필요한 질문이 많았고 그 중 몇개 물어보는게 없었다.""",어떤 게임을 좋아하고 게임의 상세 기획 내용에 대해 물어보았습니다.,사전 조사 질문에 불필요한 질문이 많았다.
68,(주)스튜디오엔엑스,IT/웹/통신,"대표님 팀장님 그리고 실장님과 같이 면접을 보았습니다. 면접 분위기는 어렵지 않았고 잘 대해주셨던거 같습니다.""","1분 자기소개, 본인을 채용해야 하는 이유 그리고 제 개인적인 경험에 대한 질문들이 있었습니다.",너무 긴장해서 갔더니 외워서 온거 아니냐고 하셨습니다. 그리고 뭐 다 친절하게 면접을 본 것 같네요
69,(주)멘티스코,IT/웹/통신,"최초 취업포털 온라인지원을 통한 1차 기술면접이 있었고 편안한 분위기로 진행되었습니다.""",기술 면접에서 게임 개발에 관련된 질문들이 있었고 C# 동작 원리같은 질문도 있었습니다.,긍정적
70,(주)컴투스홀딩스,IT/웹/통신,"홈페이지 지원했고 쾌적한 사옥에서 면접 진행했습니다. 실무자들은 없고 관리직분들만 참석했습니다. 친근하고 편한 분위기였어요. 이후 빠르게 연락이 왔고 입사까지 1달도 걸리지 않았습니다.""","깐깐하게 질문을 하는 자리가 아니고 서로 편하게 대화하는 분위기였습니다. 일반적인 면접 질문이었습니다. 자기소개, 지원동기, 입사 후 포부같은..",조직 문화가 수직적이지 않은 분위기여서 그런지 질문도 답변도 편하게 오고갔던 것 같습니다. 억지로 꾸며내는 답변할 필요없이 솔직한 자신의 생각을 얘기할 수 있어 좋았습니다.
71,스마트스터디게임즈(주),IT/웹/통신,"1차 실무진 면접, 2차 임원진 면접 이렇게 진행됩니다.""","1. 자기소개서에 적힌 내용의 자세한 내용
2. 포트폴리오 그림에 대한 설명
3. 회사에 어떤점을 보고 지원했는지","거짓말을 할 수 없는 구조였습니다.
그래서 솔직하게 대답하는게 제일 좋습니다."
72,(주)레벨9,IT/웹/통신,"편안한 분위기, 1 차 실무진 면접, 2 차 대표님 면접""",잼있게 플레이한 게임은 ? 본인의 성격 장 단점을 말해주세요,배려 해 주시는 느낌을 받고 편안한 분위기로 잘 면접 봤습니다.
73,(주)해오름인포텍,IT/웹/통신,"간단한 코딩문제 몇개를 풀고난 후 면접을 합니다.""",서울지역 근무가 아닐수도 있는데 괜찮은가요? 지원한 이유가 어떻게되나요? 입사 가능일은 언제인가요?,간단하고 쉬운 면접이었습니다.
74,(주)브로틴,IT/웹/통신,"면접은 1, 2차로 나누어 두번.
1차는 실무진. 2차는 임원진 면접
실무진은 무난하게 면접봤으나 임원진 면접은 난이도 높았음""","이력서를 토대로 질문함
이력에 적힌 경험 질문, ~는 할수 있겠느냐, 영어는 얼마나 하는지",붙을지 안붙을지 좀 긴가민가했음
75,블루포션게임즈(주),IT/웹/통신,"일단 면접관 분들이 편안하게 답할 수 있도록 분위기를 잡아주십니다
본인이 생각해오던 내용을 솔직하게 말씀드리면 됩니다
어렵지 않아요""",실패한 경험이 있는지 실패했었다면 이유가 뭐라고 생각하는지 이후에 느끼거나 달라진 점이 있는지,"편안하게 면접 진행했습니다
분위기도 어렵지 않게 잡아주시고 답변을 자연스럽게 이끌어 내십니다"
76,라인게임즈(주),IT/웹/통신,"메일받고나서
기술면접을 보았다.
사람들은 착해보였다....""","좋아하는 게임은요?
우리회사 어떻게 생각하세요?
야근 가능한가요?","전체적으로 평이하게 면접이 이루어졌습니다.
하지만 간혹 예상치못한 질문들이 혼란스럽게했습니다."
77,(주)액토즈소프트,IT/웹/통신,"직무 관련 지식과 성장과정 성격의 장단점 자기소개 등의 인성질문 진행""","1분 자기소개, 자신이 생각하는 성격의 장점과 단점, 이전에 했던 일중 주요 성과",성장과정과 대학시절 전공 등을 설명했고 질문에 대해 답변하였음
78,(주)호두랩스,IT/웹/통신,"이력서 지원 후 메일로 면접일정 조율 후 진행""","jpa 사용 경험, 이전 직장 구성원 등 기억안남",무난했습니다
79,(주)카카오게임즈,IT/웹/통신,"1차 면접을 본 후 2차 면접 진행했고 2차 때는 본부장급 분들이었습니다.""",포트폴리오를 보고 왜 이렇게 짰는지 설명해보라고 했고 설명하는 자리를 가졌습니다.,"편안한 분위기에서 면접이 진행되었고, 면접관분들도 귀 기울여 들어주셨습니다."
80,모더스링크코리아(주),IT/웹/통신,"실무자 일대일 면접 진행 후 임원면접
업무에 대한 능력과 기술에 대한 실무답변""","지금까지의 경력에 대한 것들과
실무적으로 어느정도의 실력을 갖추고 있는지",딱히
81,(주)유티플러스인터랙티브,IT/웹/통신,"면접제의가 들어와서 면접을 보게 되었습니다.
아는사람 추천으로 들어온제의는 아니었으며 구인구직 사이트의 포트폴리오를 보고 연락이 왔습니다.""","자기소개 해보세요
전직장에서 어떤 업무를 하셨나요
회사에 바라는점이 있나요","면접 난이도는 직무중심의 질문들이 많았으며
본인이 했던 실무를 기반으로 정리를 잘 한다면 좋은결과가 있을것 같습니다."
82,(주)모히또게임즈,IT/웹/통신,"인사와 자기소개 후 질문 및 답변으로 끝났다""",기억에 남는 질문보다는 압박하거나 그런 질문보다 배려해서 질문 하는 부분이 인상적이었다,굉장히 상대방을 배려해서 면접을 보는게 느껴졌고 나의 질문에도 굉장히 성의껏 답변해주었다
83,(주)제이스원,IT/웹/통신,"바로 면접보자 전화오고 면접 후 바로 합격했습니다.""","무슨 게임 좋아하나
무슨 게임 만들고 싶나
잘하는거 뭐있나",어려운 내용 없이 그냥 아무나 뽑는 느낌이였습니다.
84,코스모스엔터테인먼트(주),IT/웹/통신,"아주 쉽게 채용까지 완료 질문도 몇개 없고 휘리릭""","거의 없었음, 기존경력에 대한 질문, 간단한 질문 후 합격",아주 쉽게 취업 가능
85,잼팟(주),IT/웹/통신,"일대다 면접이며 약 1시간 소요 1,2차 면접입니다. 회의실에서 진행""",나를 점수로 평가하면 몇점인지? 그 이유가 뭔지? 논리적으로 설명을 요합니다,약간의 압박은 있으나 최대한 편안하게 포트폴리오 기반으로 답변진행
86,(주)트랄라랩,IT/웹/통신,"서류 합격 후 이메일로 이후 프로세스에 대한 안내가 옵니다.
각 세션별 참석자 및 면접 진행방법에 대한 가이드나 어떤 것을 중점으로 이야기가 이뤄지는지 알려줍니다.""","웹3에 대한 관심이 얼마나 있는지, 따로 공부하고 있는게 있는지
애자일하게 일해본 경험
기술 스택에 관련된 질문","세션별로 분위기가 좀 달랐던 것 같습니다.
긴장을 좀 많이했는데 생각이 좀 길어지거나 답변이 어려워서 시간이 오래걸려도 이해해주고 젠틀하고 편안한 분위기였습니다.
다만, 이후 진행된 면접에서는 꼬리물기식의 질문이 많았는데 디테일한 질문으로 느껴지는 것 보단 약간 공격적으로 느껴지긴 했습니다.
기술만큼 컬처핏을 중요하게 생각하는 듯 합니다."
87,(주)베이글코드,IT/웹/통신,"3회에 걸쳐 인터뷰를 진행했으며 비대면으로 진행함""","QA를 어떤 식으로 진행할 것인가
비전이 무엇인가
장단점은 무엇인가",면접 중 게임 메시지를 처리하는 등 혼잡한 경향이 엿보였음
88,미디어웹(주),IT/웹/통신,"지원 -> 연락 -> 면접 합격 모두 3일내에 이루어짐""","질문이 거의 없었습니다
기술적인 질문은 없었으며 해봤는지 경험만 물어봄",그냥 평이하고 쉬운 면접
89,(주)네오위즈플레이스튜디오,IT/웹/통신,"인재추천재도로 이력서 제출 후 두번의 면접을 통해서 입사""","포트폴리오에 관한 질문. 실무 프로세스에 관한 질문
스트레스 관리는 어떻게 하는지에 관한 질문","전체적으로 차분하고 편한 분위기로 면접 진행하고
대체로 면접관은 2~4명 인사팀 + 팀장급 + 실무자 정도로 들어옵니다.
질문은 실무에 관한 것과 평소 성격에 관해서 물어봅니다."
90,(주)엑스플래닛,IT/웹/통신,"편안한 분위기에서 면접봤습니다. 음료수도 주고 편안하게 잘 얘기 진행했습니다""",기술적인 부분을 물어봤습니다. 해당 프로젝트에 방향성에 맞는 아트와 진행상황들의 작업 과정을 설명했습니다.,일단 자유로운 분위기라서 면접할때 답답하거나 힘들지 않았습니다. 그냥 편안했습니다. 괜찮았어요
91,(주)네시삼십삼분,IT/웹/통신,"서류 - 1차면접 - 2차면접(기업문화포함)-최종합격""","1. 저희는 개발자 입니다.
2. DeadLock 이란",해야 할 업무가 많이 있다
92,지니소프트,IT/웹/통신,"학원 수료후 미팅에서 간단한 면접후 합격""","기억이 잘 안나는데
포트폴리오관련 질문과 연봉등 간단한 설명회를 받았던 기억같았습니다",처음에 지원자 헷갈려서 잘못 뽑힌거같다는 느낌이듦
93,(주)플레이파크,IT/웹/통신,"본인의 포트폴리오에 대한 설명을 설명하는 위주의 질문들이였습니다.""","본인이 만들어본 게임 장르.
VR 에 대해 어떻게 생각하는지.
소규모 인원의 개발 대한 본인의 생각.",긍정적
94,(주)유시스트,IT/웹/통신,"간단한 면접 진행후 문자 및 전화로 합격 통보를 받는 형태로 진행했습니다.""","지원동기, 앞으로의 각오, 희망 연봉이 얼마인지?",면접 난이도는 생각보다 쉬웠으나 질문 위주보다는 앞으로 회사가 나갈 방향성에 대한 의견을 주로 나눴음
95,제오닉스,IT/웹/통신,"자사 게임 플레이 경험 및 어떤 게임을 좋아하는지, 무엇에 관심이 많은지 등을 물어봄""",신입이었기 때문에 학교에서 진행했던 프로젝트 관련 질문을 주로 받았었음,무난
96,(주)레드게임즈,IT/웹/통신,"지원 후 익일 곧바로 연락이 와서 일주일 쯤 후로 면접 일정이 잡혔습니다.""",대기업 공채에 지원해도 될 것 같은데 왜 우리 회사였는지? / 야근에 대해 어떻게 생각하는지? / PM의 약자는 무엇인지 알고 있는지?,면접의 질문 자체는 형식적인 것에서 벗어나지 않았습니다. 무난한 질문들로 구성되어 있었으며 분위기는 다소 경직되어 있긴 했으나 압박 면접의 형태는 아니었습니다.
97,(주)게임펍,IT/웹/통신,"이력서 내고 3주 안에 연락 옴. 면접 잡고 면접을 1시간 30분 이상 보고 나옴. 그리고 일주일 내에 결과 통보.""","업무에 대한 직접적인 질문과 대답을 요청함. 예상외로 딥한 질문도 많았기에 대답도 길었고, 면접 중간에 실시간 테스트도 있어서 시간이 꽤 걸림",면접으로 뽑고자 하는 사람의 유형이 분명해서 신뢰감이 들긴 했음. 인의적으로 준비된 사람을 찾는다는 느낌보단 취미 수준의 넓은 베이스가 필요한 것을 바로 느낄 수 있었음
98,슈퍼센트(주),IT/웹/통신,"이메일, 전화로 서류합격 발표 및 1차면접 조율 -> 1차면접 -> 2차면접 안내 -> 2차면접""","1. 게임 기획 직접해봤는지에 대한 질문 (이게 중요한듯)
2. 3개월정도의 공백기에 대한 질문
3. 기본 게임개발지식에 대한 질문","1. 1차면접은 같이 들어오신 임원진분께서 약간의 압박면접같이 진행하시는 느낌이 있었으나, 전체적으로 무난한 분위기에서 진행되었음.
2. 2차면접때 대표님이 정말 친절하시고 이야기를 잘 들어주셔서 매우 감사했음.."
99,(주)스페이스다이브게임즈,IT/웹/통신,"게임잡을통해 지원후 일주일내에 연락, 일차 합격후 이차면접 보고 일주일내로 연락줌. 채용진행이 느리지도 빠르지도않앗던듯.""","1. 포폴중 어떻게 구현했는지 질문
2. 언리얼 관련 기능 질문
3. 자소서에 쓴 게임 에 대한질문",무난한 질문들과 답변들
100,(주)스마일게이트홀딩스 메가포트지점,IT/웹/통신,"인사팀의 안내도 좋았고 매너있는 면접이었음
다만 전문성이 없는 사람들이 들어와서 면접을 진행""","그닥 기억에 질문은 없고 평이했움
협업에 관한 질문과 업무 방식에 대해 물어보면",면접 후 빠른 피드백과 흠잡을곳 없는 매너있는.. 회사라고 느낌
101,넥스터(주),IT/웹/통신,"구인 사이트 통해 입사지원, 유선통화로 면접 안내 (1회에 한해 사측 사정으로 면접 시간 조정)""",크게 난이도가 높거나 특이한 질문은 없었음. 개인적인 사항과 관련된 질문이 다수였음.,크게 어려운점은 없었음
102,(주)원유니버스,IT/웹/통신,"게임잡 서류 제출 후 얼마 안돼서 면접 연락이왔습니다. 면접 당일 인사팀 직원분이 문을 열어주셨고, 회의 실에서 면접 진행했습니다. 면접 분위기는 편안했습니다.""","1. 경력 상 경험 기반 테스트 위주였던거같은데 명세기반 테스트도 가능한지
2. 테스트 예상 시간과 실제 소요 시간과의 차이가 얼마나 나는지
3. 면접 결과 연락 기다리는 다른 곳이 있는지",매우 조심스럽고 면접자를 배려해주는 느낌이 들어서 좋았습니다.
103,엠게임(주),IT/웹/통신,"학교에 다니던중 연락이 왔고 면접은 그리 오래걸리지 않았으며 언제 출근가능한지 물어보고 1주일 후 합격연락이 왔다.""","연봉을 얼마나 원하는지, 주소가 직장에서 먼데 출퇴근하는데 어려움은 없는지 물어봄",당시는 신입이었기에 어디든 가기를 원했지만 이제와서 생각해보니 그냥 사람이 없어서 아무나 뽑은듯하다
104,라온엔터테인먼트(주),IT/웹/통신,"게임잡을 통해 지원서를 넣고 이후 지원서 합격 이후 메일을 통한 과제 전달을 받음. 과제 합격 여부에 따라 면접이 잡히는 형태인 듯 함.""",게임 해봤는가? 했다면 어떤 문제점이 있는가? 신규/복귀 유저를 위한 방법이 뭐가 있나?,어렵지 않았다.
105,(주)스타코링크,IT/웹/통신,"텔레마케팅 경험이 있어서 금방 채용되었음 어려운 질문 없었음""",기존에 했던 업무에서 성과가 가장 좋았던 달에 플레이는,경력이 있어서 그렇게 어렵지 낞났고 금방 출근했었늠니다
106,프로젝트어스(주),IT/웹/통신,"면접자 2 지원자 1 면접
이력서 살펴보며 꼼꼼히 질문함
굳이? 싶은 것까지 질문.
질문 답변 오가며 삶의 궤적을 평가절하당한 기분이 들었음.
자기 마음대로 재단하여 판단한달까?
복지 관련하여는 좋은 인상...""","우리 회사가 뭐하는 회사 같은지?
-성심껏 서치하고 가서 대답했으나 그건 표면적인 정보라고 함. (내부인이 아닌 이상, 연구 직종 지원자가 아닌 어떻게 알 수 있는지?; 의문;)",본인들 회사에 자부심 큰건 알겠으니 지원자도 존중하기 바랍니다
107,크립토파라다이스 유한책임회사,IT/웹/통신,"과제 테스트 이후 면접1회 진행했습니다.
약 1주일씩 텀이 있었습니다.""","개발을 시작한 이유
프로젝트에 대해 왜라는 질문 등
JS 에 관련된 CS질문",친정하시고 좋은 면접 경험이었습니다.
108,Keywords Studios,IT/웹/통신,"키워즈 스튜디오 한국지사 매니저님과 연결 되어 진행""",일본 현지에 근무하는 분과 일본어로 면접,"어버버 한 것도 있었지만
좋게 봐주셨다."
109,"miHoYo Co., Ltd.",IT/웹/통신,"온라인 면접
1:1
30분 정도 합니다
주로 직무역량에 대한 질문""","1분 자기소개
게임 대한 관심도 어느정도
지원동기
회사에 대한 얼마나 알는지
게임에 대한 마케팅","자사의 게임의 대한 잘 이해야 합니다
게임 좋아해야 합니다
마케팅 기획 능력이 중요합니다"
110,일렉트로닉아츠코리아(유),IT/웹/통신,"헤드헌터를 통해서 이력서 제공 후 여러가지 안내사항 동의 후 온라인 면접""","1. 해당 포지션으로 당신을 뽑아야하는 이유?
2. 영어로 채팅 or e-mail 업무 가능한지?
3. 축구에 대한 관심도",분위기는 나쁘지 않은 것으로 보였으나 결론은 불합격
111,넷마블네오(주),IT/웹/통신,"넷마블 구인글 보고 지원 2일 뒤 연락와서 면접 약속 잡았습니다.""","자기소개와 성격의 장단점
유니티 사용해 봤는지","분명 영상 제작 직무라고 나와있고 필요 스킬도 확인하고 갔는데
관련 업는 내용만 질문하고 해서 얼탄 기억만 나네요."
112,유비펀(주),IT/웹/통신,"서류합격 이후 1차면접 후 채용입니다""","거리, 음주, 흡연 개인적인 질문들 실무는 별로",음..
113,네오게임즈(주),IT/웹/통신,"잡코리아 접수 후 연락받아 가게 됨. 총 2-3주 정도의 시간이 걸렸고 인사팀이 따로 없는듯 했다. 실무진들이 연락하는 듯""","자기 소개는 따로 안했고, 실무적인 내용에 대해서 주로 물어봄. 대표 면접 때에는 자기 소개 시킴. 정말 놀랐던 것은 면접보는 사람을 앞에 두고 전자담배를 핌! 희망연봉도 물어봄.","솔직히 대답했고, 자기소개는 준비한대로 여태 한 업무를 썸머리해서 말함. 연봉을 깎으려는 시도.."
114,(주)아몬드소프트,IT/웹/통신,"전화로 1차 서류 합격 연락
2차 대표와 1:1 면접
합격 발표
간단한 과정""","연봉을 면접 때부터 말해줬음
신입이여서 학부시절 어떤 거 했는지 물어봄",긍정적
115,(주)더원테크,IT/웹/통신,"전화로 먼저 연락왔고 언제 어디로 오라고 연락받았습니다.""",별로 기억은 안나는데 쿼리 많이 물어봤습니다.,준비를 안해가서 그런지 그냥 재밌게 면접 보고 왔습니다.
116,아이덴티티게임즈(주),IT/웹/통신,"게임잡 지원-1차실무면접-2차인사면접 으로 이루어져있고
매 과정마다 메일로 안내해줘서 편했다""",내가 함께 근무하고 싶어하는 유형과 그렇지 않은 유형의 사람,"면접 답변을 솔직히 말했고, 좀 얼어있었는데 면접 분위기를 차근차근 풀어주시고 그래서 나중엔 긴장이 풀어져 면접보다는 대화의 분위기에서 진행되었음"
117,(주)클라우드게이트,IT/웹/통신,"개발팀 사람이 두명이었어서 주요업무만 간단히 설명하고 가능할 것 같은것만 판단함""","어릴때부터 만드는걸 좋아했는지
BOM 작성가능한지
설계 기본은 무엇인지","애사심이 없다면 다니기 힘든곳이라 생각
연봉도 너무적고 야근수당도없는데 야근 폭탄"
118,(주)위메이드커넥트,IT/웹/통신,"지원하고 거의 다음날 열락와서 빠르게 일정 잡음""",상사없이 하는 일 어찌 생각하는가? 작업한 포트폴리오 중에 가장 마음에 드는것은? 엠비티아이가 무엇인가,원화팀장님이 대화를 이끌어나가며 긴장을 풀어주실려고 하셔서 편안한 면접이 되었습니다.
119,(주)스코넥엔터테인먼트,IT/웹/통신,"1차 실무자 면접 후 2차 임원 면접 진행
전형적인 면접 질문으로 구성되었다고 생각
자기소개, 강점, 장단점 등등이었음""","특별히 기억에 나는 부분은 없음
전형적인 면접 질문으로 구성되었다고 생각됨
강점 어필을 잘하는 것이 중요하다고 생각됨",보통
120,(주)마상소프트,IT/웹/통신,"채용사이트에서 공고보고 홈페이지로 지원, 사내내규연봉으로 동의 체크를 하라고 함(얼만지도 모름) 면접 일자 선택지를 두 개를 줘서 거기서 골라야함.. 시간도 정해져있음""","자기소개,포트폴리오 발표,작업 속도,이전 직장 그만둔 이유,성격이 어떤지,취미가 뭔지,꿈이 뭔지 등등 거진 두시간동안 면접보는데 질문이 많아서 자세히 기억이 안남","면접시간이 쓸데없이 너무 길다. 회사 규정인지 억지로 두시간 채우려고 하는 모습들이 보였다. 1차면접 합격하면 2차면접도 있다. 면접 결과를 면접 후 10일 이내로 알려준다 했지만, 더 오래걸림. 면접 과정부터 시작해서 무슨 대기업 면접 보는줄"
121,(주)제페토,IT/웹/통신,"수시 채용이었고, 해당 직장에 근무하던 사람의 소개로 지원하게 되어 면접까지 진행함""","입사하면 어떤 걸 해보고 싶은가
일이라는 게 무엇이라고 생각하는가
제출한 포트폴리오가 만족스럽다고 생각하는가",다른 질문은 별로 상관없지만 포트폴리오의 만족도에 대한 물음은 그냥 꼬투리 잡기나 압박을 가하려는 의도로만 보였음
122,(주)마코빌,IT/웹/통신,"1차 기술면접 2차 임원면접으로 진행
1차 1대 3
2차 1대 1
분위기는 다 좋았는듯""","1차 cs 질문 및 전 회사 했던일 등.
2차 인성면접",무난함
123,반다이남코엔터테인먼트코리아(주),IT/웹/통신,"이력서를 넣고 바로 전화와서 면접을 갔습니다. 다들 친절하시고 사무실 분위기 좋았습니다. 노트북으로 언어시험 있습니다.""","좋은 번역이란 뭐라고 생각하는지
본인은 팀워크 인간인지 개인플레이 인간인지
스트레스를 뭘로 푸는지",간단하게 답을 해도 호응을 잘해주셔서 마음이 편했습니다
124,(주)에이치투인터렉티브,IT/웹/통신,"전화로 연락 받아 면접일에 대하여 조율한 뒤 면접 후
채용결과를 전달받았습니다.""","이전 직장에서의 경험이나 게임에 대한 관심 등
전체적으로 크게 어려운 질문들은 없었습니다.","압박 면접은 아니었기 때문에 차분한 분위기 속에서
진행되었습니다."
125,워게이밍,IT/웹/통신,"온라인으로 진행된 면접으로 편한 분위기로 진행됨""",담당 프로덕트에 개선을 위해 어떤 부분이 필요하다고 생각되는가?,"충실히 모두 들어주었으며, 지속적인 질문의 확장이 이어졌다."
126,(주)엑시아,IT/웹/통신,"1층 카페테리아에서 면접 봄
기본적인 코인관련 알고있는지 출근 언제부터 가능한지""","코인관련 질문 받았고 이쪽일은 해본적 있냐고 하셨지만
저는 처음이라 처음이라고 말함",그냥 무난했습니다
127,(주)하트게임즈,IT/웹/통신,"면접은 사무실 내부에 있는 회의실에서 정적인 분위기에서 1:1 면접으로 진행됐고
채용 시에는 전화로 소식을 전달받았습니다.""","야근가능한가?
주말에 나올 수 있는가?
JS에 대해서 설명 해보시오",대부분 긍정적 이게 대답하였고 기술 관련 질문은 생각보다 많지 않았습니다.
128,(주)버티고우게임즈,IT/웹/통신,"서류통과 이후에 영상 통화로 경영진과 대표와 함께 면접을 보았고 입사 전에 마지막으로 직접 본사 사무실로 가서 대표와 팀 담당자와 미팅을 가졌습니다.""","팀으로 일 할 때의 성향과 인성, 결정할 때 최악의 상황일 경우 어떡해 대처하는지, 같은부서내에도 비밀유지 가능한 책임감인지",경영지원 및 인사팀 부서인만큼 비밀유지와 얼만큼의 책임감으로 임하는지를 중요시 여기는것 같았습니다
129,(유)체리츠,IT/웹/통신,"남자 두분이 들어오셔서 면접을 진행 했고
사실상 포트폴리오의 확인에 가까운 면접이였습니다
직무에 직결된 두분은 아닌것같앗음""",전 이력(포트폴리오)이 회사와 연결되어있는데 구체적으로 어떻게 진행했냐는 질문,고객의 니즈가 제일 중요했고 원래 그리던 그림체에 개인적인 취향을 빼고 넣었다고 전달함 / 사실 근데 별로 관련된 작업이 아니였다고 생각함
130,(주)브이투알,IT/웹/통신,"기본적인 질문과 작업시간 등등 물어보고, 면접이라기 보다는 회사 자랑과 회사 제정이
안정적이니 괜찮은 회사라는것을 어필하는 면접이었다는 생각이 듭니다.""","이 작업물 얼마나 걸립니까? 야근 자주 할 수 있습니까? 여러가지 업무를 맡게 될텐데 괜찮습니까?

이정도 3가지 질문이 기억에 남네요","기본적인 질문에 대답을 스무스하게 하였고, 조금 빡셀텐데 잘 따라올수 있겠냐고 물어보시는거 보니 업무강도가 상당히 있을것이라는것을 느꼈습니다."
131,(주)핸디커뮤니케이션즈,IT/웹/통신,"결과 통보까지 문자 연락이 왔고 일정이 맞아 면접 자리 했습니다. 처음 실무진과 10분정도 면접을 진행하고 팀장급 면접이 진행되었습니다. 실무진분은 이력서를 사전에 꼼꼼히 보지 않으셨다는 인상을 받았습니다....""",이전 경력위주로 QnA가 진행되었습니다. 충원인지 결원 채용인지 채용 배경과 어떤 게임장르를 좋아하는지 원하는 최소 연봉이 얼만지 왜 지원했는지 등 현실적 조건들에 대한 이야기도 나누었습니다.,여러번의 면접을 보며 입사시험도 따라 치루어 왔지만 테스트 난이도와 구성 대비 주어진 시간이 부족했다고 느꼈습니다. 저의 역량 부족일수 있으나 좋은 소식을 들은 곳에서의 패스한 시험구성을 복기할수록 다시 돌아가도 무리였을 구성이었습니다. 최근 및 희망 연봉테이블이 높다는 피드백도 있었습니다. 또한 대체로 남자 지원자를 더 선호한다는 부분도 면접 도중...
132,스카이피플(주),IT/웹/통신,"이력서 공개 후 연락옴 1/2차 진행""","자기소개, 전직장 퇴사사유, 좋아하는 게임",분위기 편안했고 그리 어렵지 않음
133,케이넷피,IT/웹/통신,"면접에서 채용까지는 큰 특징은 없었음""","일반적인 왜 우리 회사를 들어오게 됬는지, 포부, 어떤일을 잘할수잇는지",면접은 관습상 평범하게 하는 질문이구나 라고 생각함.
134,이너스게임즈,IT/웹/통신,"포트폴리오를 보며 얼마나 걸렸는지, 어떤툴로 작업했는지 물어봄. 본인의 타입에 웹툰/일러스트 어느쪽이 괜찮은지 물어봄. 딱히 업무에 관한 질문은 없었음""",기억에 남는것보단 우리 직원들은 이런거 4시간만에 그린다~ 라고 계속함,면접이라기 보단 그냥 대화.. 인터뷰에 가까웠음
135,(주)어뮤징파크,IT/웹/통신,"스카우팅 - 면접 - 채용 순으로 진행하였습니다.""","자기소개
코테
기본적인 수학 물리 영어 수준","첫 면접이라 그런지 당황했던 것 같습니다.
코테에서 답변을 잘 못해서 좀 빨리 끝내고 싶어하는 느낌?"
136,(주)프렌즈게임즈,IT/웹/통신,"인터뷰 분위기는 전체적으로 긍정적. 다만 면접 후 연락이 오래 걸렸습니다.""","최근 재밌게 한 게임, 5년 후 자신의 모습, 장르에 대한 이해도","강압적이거나 공격적인 태도 없이 부드러운 분위기 였지만, 호락호락하지 않다는 느낌이 강했음"
137,(주)슈프림게임즈,IT/웹/통신,"전반적으로 깔끔했던 기억
채용까지 일사천리...인사팀이 일을 무척 잘했던듯..""","야근을 어떻게 생각하는지
팀원들이랑 안맞을때는..",답변은 그럭저럭 했었고...이미 제가 지원했던 분야가 공석이라..급히 채용하는 모습이 보임
138,(주)스카이문스이아이게임즈,IT/웹/통신,"1차 실무자(팀장) 2차 개발이사 면접""","1.게임 좋아하니?
2.무슨 게임 제일 많이 했니?
3.너가 좋아하는 게임하고 개발하게 될 게임하고 많이 다를건데 괜찮니?",국내 모바일 게임 개발 환경은 익히 들어서 별 감흥은 없었습니다.
139,(주)퍼플오션,IT/웹/통신,"이력서 지원, 서류 전형 합격 후 면접, 면접 후 채용""","회사이름 뜻, 어떻게 지원하게 되었는지",대표님께서 회사를 사랑하시는 모습이 많이 느껴지는곳이였습니다. 배려를 많이 해주시는 느낌을 받았습니다.
140,(주)스마트빅,IT/웹/통신,"편안한분위기에서 면접이 진행되었음, 업무 진행사항에 관련된 질문이 많았음, 미리 업무에관해 알아두고 면접보는것을 추천""","나의장점이 무엇인지, 직원들과의 소통에있어서 문제가발생하면 어떻게 대처할지 등",편안한 분위기에서 진행되기때문에 좋았음
141,(주)이제이엔,IT/웹/통신,"2차면접까지 진행되었고 1주일 간격으로 진행되었습니다.""","서비스 사용해본 경험, 원하는 업무, 스트레스 어떻게 푸는지",편안한 분위기로 진행되었습니다
142,(주)뉴딘콘텐츠,IT/웹/통신,"대표님과 팀장님 그밑에 직원분하고 셋이 보았습니다
이력서를 보고 질문해주셨고 생각보다 제 전회사들을 대표님께서 많이 파악하고 계셔서 놀랐습니다""","참바보같이 대답한 질문이 기억나네요...
민망할뿐입니다...하하","팀장님도 대표님도 좋으신분이었고 개인적으로 오고싶었지만
역시 우려한바와같이 제 역량이 부족한 탓인것 같습니다
그래도 즐거운 면접이었고 앞으로 번창하시는 기업이 되셨으면 합니다"
143,(주)레이싱조이,IT/웹/통신,"최초연락은 지원한 당일 왔던 것 같고 면접은 그 다음주 중으로 봤던 것 같아요 분위기도 압박적으로 하지 않으셨고 교통비도 따로 주셨음 그리고 합격연락은 일주일 뒤에 왔음""","전공과 다른 업무인데 괜찮냐, 전 직장은 왜 그만뒀냐, 주말근무 괜찮냐 등등",다른 전공 관련 회사에 합격해서 여기를 못 가게 됐는데 그냥 여기 갈걸 그랬음
